team,L3,Year
Oregon,5.0,5.0
Texas Tech,4.0,4.0
North Carolina,4.0,4.0
Florida,4.0,4.0
Missouri,4.0,4.0
Oklahoma,3.0,3.0
N Illinois,3.0,3.0
Colorado,3.0,3.0
Pittsburgh,3.0,3.0
Georgia,3.0,3.0
Iowa St,3.0,3.0
Ohio St,3.0,3.0
Army,3.0,3.0
Akron,3.0,3.0
Arkansas St,2.0,2.0
Minnesota,2.0,2.0
South Carolina,2.0,2.0
Oklahoma St,2.0,2.0
Texas,2.0,2.0
Kansas St,2.0,2.0
Clemson,2.0,2.0
Kentucky,2.0,2.0
Arizona,2.0,2.0
Notre Dame,2.0,2.0
Utah,2.0,2.0
Michigan St,2.0,2.0
Utah St,2.0,2.0
Bowling Green,2.0,2.0
Mississippi St,2.0,2.0
LSU,2.0,2.0
Oregon St,2.0,2.0
Troy,2.0,2.0
Miami OH,2.0,2.0
E Carolina,2.0,2.0
UNLV,2.0,2.0
Memphis,1.0,1.0
Vanderbilt,1.0,1.0
SMU,1.0,1.0
Nebraska,1.0,1.0
San Jose St,1.0,1.0
Southern Miss,1.0,1.0
Alabama,1.0,1.0
Cincinnati,1.0,1.0
Fresno St,1.0,1.0
Rice,1.0,1.0
New Mexico,1.0,1.0
Purdue,1.0,1.0
Illinois,1.0,1.0
W Michigan,1.0,1.0
UAB,1.0,1.0
Hawai'i,1.0,1.0
Colorado St,1.0,1.0
Florida Atlantic,1.0,1.0
Tulsa,1.0,1.0
Michigan,1.0,1.0
E Michigan,1.0,1.0
N Texas,1.0,1.0
Northwestern,1.0,1.0
Louisiana,1.0,1.0
Toledo,1.0,1.0
USC,0.0,0.0
Washington,0.0,0.0
BYU,0.0,0.0
Marshall,0.0,0.0
Wisconsin,0.0,0.0
W Kentucky,0.0,0.0
Middle Tenn,0.0,0.0
TCU,0.0,0.0
Syracuse,0.0,0.0
Louisville,0.0,0.0
Auburn,0.0,0.0
UCLA,0.0,0.0
Washington St,0.0,0.0
UConn,0.0,0.0
