team,L3,Year
TCU,23.7,12.4
Boise St,17.0,12.8
Alabama,15.0,14.1
Ohio St,16.7,14.3
West Virginia,15.7,14.7
Missouri,11.3,16.9
Stanford,8.7,17.4
Iowa,23.7,17.8
UCF,10.0,17.9
Nebraska,19.7,18.5
Clemson,23.3,18.6
Temple,21.3,18.6
LSU,30.3,18.9
N Illinois,15.3,19.1
Pittsburgh,18.3,19.3
Boston College,13.3,19.5
Louisville,19.3,19.9
Oregon,20.7,20.1
Mississippi St,25.0,20.2
Notre Dame,12.0,20.2
Utah,25.3,20.3
S Florida,21.7,20.5
Virginia Tech,26.7,20.5
Florida St,22.7,20.7
Syracuse,24.3,20.9
Air Force,16.7,21.1
Nevada,20.3,21.2
BYU,16.0,21.6
Oklahoma,27.0,21.8
Wisconsin,24.0,22.0
Florida,30.3,22.3
Miami,29.0,22.4
NC State,23.3,22.5
Texas A&M,21.3,23.2
Miami OH,15.0,23.2
Georgia,31.0,23.3
South Carolina,29.7,23.5
UConn,27.0,23.6
Michigan St,34.0,23.6
Texas,24.7,23.7
Maryland,27.0,23.8
North Carolina,25.0,23.8
San Diego St,22.0,23.9
Arizona,38.0,24.1
Kent St,29.7,24.1
California,26.3,24.4
Auburn,25.0,24.5
Penn St,29.7,24.5
Navy,23.7,24.7
W Michigan,13.3,24.7
Ohio,33.0,24.9
Arkansas,28.3,25.1
Illinois,22.0,25.2
SMU,23.7,25.6
Army,24.0,25.8
Oklahoma St,23.7,26.4
Georgia Tech,25.3,26.5
USC,23.3,26.7
Oregon St,27.3,26.8
Hawai'i,35.7,26.9
Arizona St,26.7,27.1
Tennessee,18.0,27.2
Florida Intl,28.0,27.3
Middle Tenn,25.3,27.7
C Michigan,34.0,28.4
Toledo,26.3,28.5
Marshall,22.3,28.8
Rutgers,48.0,28.9
UTEP,47.0,28.9
Kentucky,23.7,29.0
Florida Atlantic,44.3,29.3
Washington,16.0,29.3
Purdue,32.0,29.5
Kansas St,40.3,29.5
N Texas,38.3,29.7
Cincinnati,34.7,29.9
Troy,14.0,30.2
UCLA,35.7,30.3
Buffalo,21.0,30.4
Idaho,17.3,30.7
Arkansas St,34.0,30.8
Colorado,31.7,30.8
Fresno St,27.7,31.1
Northwestern,54.3,31.2
Vanderbilt,32.0,31.2
Wyoming,25.3,31.3
Southern Miss,42.7,31.4
Iowa St,26.3,31.5
UAB,32.3,31.6
Tulsa,37.7,31.7
Texas Tech,34.3,31.8
Virginia,32.0,31.9
Minnesota,29.7,32.3
Houston,40.7,32.5
Baylor,44.3,32.8
Ball St,30.7,32.8
Louisiana Tech,31.0,32.9
W Kentucky,30.0,33.2
UL Monroe,37.0,33.5
Bowling Green,32.7,33.6
Mississippi,42.0,33.9
Colorado St,39.0,34.7
Akron,23.3,34.8
Michigan,45.7,35.1
Utah St,37.3,35.3
Indiana,51.7,35.5
Duke,25.0,36.2
Louisiana,28.0,37.0
Kansas,34.3,37.0
Washington St,23.0,37.1
Wake Forest,27.0,37.9
Rice,38.3,38.5
Tulane,49.3,38.6
San Jose St,37.3,38.7
New Mexico St,50.7,39.5
UNLV,47.3,39.7
Memphis,32.0,39.8
E Michigan,44.3,43.9
E Carolina,52.7,44.0
New Mexico,51.3,44.3
