team,L3,Year
Mississippi,27.3,15.1
Alabama,25.7,16.8
Stanford,15.7,17.5
Penn St,21.0,17.7
LSU,18.0,17.9
Clemson,15.0,18.5
Memphis,12.3,18.6
UCF,12.3,18.9
Temple,15.7,19.1
Mississippi St,18.7,19.7
Louisville,29.0,20.5
Utah St,26.0,20.8
TCU,14.3,20.9
Michigan St,9.3,21.1
Ohio St,18.3,21.2
Duke,27.7,21.3
Houston,25.0,21.3
San Diego St,19.7,21.3
Wisconsin,35.7,21.4
Virginia Tech,14.0,21.5
Arkansas,7.0,21.5
Boston College,21.7,21.5
Missouri,25.7,21.7
Marshall,36.0,22.0
Washington,17.7,22.1
Kansas St,23.7,22.3
Georgia,22.7,22.4
Michigan,24.7,22.4
Florida,19.0,23.0
Texas,23.7,23.3
Oregon,14.0,23.3
Colorado St,23.0,23.6
Minnesota,29.7,23.7
USC,27.3,23.8
C Michigan,22.0,23.8
Florida St,23.7,23.9
Iowa,25.7,24.1
Syracuse,28.3,24.2
W Michigan,19.3,24.7
Georgia So,31.0,24.7
Oklahoma,25.0,24.8
Louisiana Tech,29.0,24.8
Air Force,30.7,24.9
Nebraska,40.3,24.9
Virginia,23.7,25.1
Akron,29.3,25.2
Tennessee,20.7,25.2
N Illinois,17.3,25.3
Ohio,18.7,25.4
Georgia Tech,22.3,25.6
Baylor,33.7,25.8
S Alabama,33.0,25.8
Miami,31.7,25.9
UTSA,27.3,25.9
UL Monroe,24.3,26.3
Boise St,15.7,26.5
S Florida,20.0,26.6
Cincinnati,12.3,26.8
Northwestern,33.7,26.8
Hawai'i,21.0,27.1
Utah,31.0,27.3
App State,25.3,27.3
E Carolina,23.3,27.4
Arizona,32.0,27.5
UCLA,27.0,27.5
BYU,21.7,27.5
Auburn,43.3,27.8
Pittsburgh,23.3,27.9
Florida Intl,27.7,28.1
Wake Forest,28.7,28.2
West Virginia,27.7,28.5
UTEP,23.0,28.7
Ball St,26.0,28.9
Arizona St,36.0,28.9
Kent St,28.0,29.0
Nevada,37.3,29.0
Tulane,27.3,29.2
Notre Dame,41.0,29.3
Arkansas St,39.0,29.4
NC State,25.3,29.5
Navy,23.0,29.5
Texas A&M,31.7,29.5
Louisiana,28.3,29.9
Texas St,27.3,30.2
Toledo,21.0,30.2
Rice,43.3,30.3
Maryland,31.3,30.9
UConn,36.3,31.1
San Jose St,30.7,31.2
UAB,29.0,31.4
Rutgers,35.3,31.5
Army,30.0,31.5
N Texas,27.7,32.3
Kentucky,52.3,32.8
Oklahoma St,37.3,32.8
UMass,27.0,33.0
South Carolina,22.3,33.1
Oregon St,37.0,33.2
Miami OH,33.0,33.2
Purdue,31.7,33.4
Middle Tenn,32.0,33.7
Kansas,43.0,33.7
Fresno St,23.0,34.0
Florida Atlantic,32.3,34.4
Vanderbilt,36.3,34.5
Buffalo,27.3,34.7
Wyoming,39.7,34.7
Indiana,34.3,34.9
Illinois,25.7,35.5
New Mexico,38.7,35.9
Troy,26.7,36.0
Bowling Green,39.7,36.2
Southern Miss,40.0,36.8
Idaho,38.0,37.3
Old Dominion,30.0,38.9
Colorado,40.0,39.0
Tulsa,39.3,39.3
W Kentucky,32.3,39.3
Iowa St,42.0,39.3
North Carolina,30.0,39.8
Washington St,38.3,40.2
UNLV,42.7,40.7
SMU,36.0,41.3
New Mexico St,47.3,41.7
Texas Tech,40.3,41.8
E Michigan,49.3,42.1
California,39.3,42.1
Georgia St,42.3,43.9
