team,L3,Year
Virginia Tech,2.0,10.2
Ohio St,19.7,10.4
Wisconsin,9.0,12.1
LSU,20.0,12.5
TCU,9.3,12.7
Auburn,17.3,13.9
Michigan,23.7,14.6
Florida,19.3,14.6
Wake Forest,19.0,14.8
USC,15.3,14.9
Clemson,19.3,15.2
BYU,18.3,15.3
Oklahoma,12.7,15.3
Rutgers,26.0,15.4
Miami,15.0,15.5
Penn St,8.7,15.8
Boston College,13.3,16.4
Louisville,16.3,16.6
South Carolina,17.3,17.0
Boise St,12.3,17.0
Georgia,17.0,17.5
Georgia Tech,15.0,17.8
Virginia,19.0,17.8
UCLA,9.3,17.9
Alabama,24.7,18.0
S Florida,20.0,18.5
Ohio,20.7,18.5
Missouri,24.0,18.9
Nevada,12.7,19.0
Texas,22.3,19.2
Florida St,23.7,19.3
Nebraska,20.7,19.3
W Michigan,19.7,19.3
Arkansas,27.7,19.3
Tennessee,17.7,19.5
Navy,13.7,19.6
Texas A&M,17.3,19.9
Kent St,19.7,20.1
N Illinois,9.0,20.4
California,21.3,20.5
Arizona,19.3,20.5
E Carolina,18.0,20.5
Tulsa,26.0,20.9
Cincinnati,25.3,21.0
Southern Miss,20.3,21.1
Oregon St,22.3,21.3
Iowa,26.3,21.5
Utah,23.0,21.6
Houston,22.3,21.9
Wyoming,35.0,22.0
West Virginia,30.0,22.2
Notre Dame,23.3,22.4
Colorado,29.0,22.5
Akron,16.7,22.6
Kansas St,34.0,22.6
San Jose St,27.0,22.8
NC State,21.3,22.9
C Michigan,23.0,22.9
Washington St,36.3,23.1
Colorado St,32.3,23.4
UL Monroe,21.7,23.7
Maryland,29.7,23.9
Arkansas St,30.7,24.1
Mississippi,21.0,24.4
Pittsburgh,46.3,24.4
Syracuse,26.3,24.6
Middle Tenn,27.7,24.6
Arizona St,17.3,24.6
Troy,22.0,24.7
UAB,30.7,24.8
Vanderbilt,34.0,25.0
New Mexico,27.7,25.0
Air Force,32.3,25.2
Hawai'i,29.0,25.3
Miami OH,22.7,25.3
N Texas,15.7,25.3
SMU,30.7,25.5
Ball St,19.0,25.5
Northwestern,25.7,25.5
Minnesota,22.7,25.9
Texas Tech,26.3,25.9
Washington,28.7,25.9
Florida Intl,24.7,26.1
Kansas,24.0,26.2
Purdue,30.7,26.3
Louisiana,19.7,26.3
Oklahoma St,27.0,26.5
Florida Atlantic,13.3,26.5
Oregon,34.0,26.8
E Michigan,30.0,26.8
Illinois,28.7,27.6
Mississippi St,21.3,27.8
San Diego St,33.0,28.1
Fresno St,17.0,28.3
Bowling Green,25.0,28.3
Michigan St,21.7,28.4
UConn,31.3,28.8
Marshall,32.0,29.1
North Carolina,20.0,29.5
Toledo,18.0,29.5
Army,36.7,29.8
UCF,18.7,29.9
Kentucky,27.7,31.1
Iowa St,30.0,31.1
UTEP,34.7,31.3
Stanford,19.7,31.4
Memphis,22.7,31.9
Rice,27.3,32.6
Indiana,41.7,32.6
Tulane,26.0,33.3
UNLV,31.3,33.8
New Mexico St,22.0,34.0
Baylor,52.3,34.6
Idaho,35.7,35.7
Duke,40.7,35.7
Buffalo,40.3,35.9
Utah St,44.3,38.5
Temple,43.7,41.3
Louisiana Tech,42.0,43.4
