team,L3,Year
Indiana,107.0,85.9
Mississippi,87.7,88.8
Michigan,42.3,92.6
Ohio,48.0,92.8
UCLA,90.3,96.2
Penn St,104.3,100.5
Ohio St,135.7,101.5
Nebraska,115.3,102.9
Texas,106.3,104.5
SMU,116.0,105.3
Oklahoma,105.0,105.7
Tennessee,115.0,106.4
California,125.3,112.1
Boise St,149.7,112.5
Army,169.7,112.8
N Illinois,83.0,113.4
South Carolina,130.3,113.5
Miami,154.7,115.4
Memphis,97.0,115.5
J Madison,100.7,115.9
UTSA,175.3,116.4
Arizona St,101.7,117.8
Boston College,66.3,118.5
UNLV,154.7,118.8
Pittsburgh,132.7,119.5
Minnesota,87.3,121.2
Kansas St,161.3,122.1
Iowa,151.0,123.1
Auburn,144.0,125.2
UCF,128.0,125.3
Louisiana Tech,118.0,125.6
Georgia,172.3,129.3
Georgia Tech,149.7,131.0
Arkansas,123.7,132.5
Oregon,155.0,132.7
Notre Dame,155.7,133.0
Texas A&M,176.7,133.8
Utah,120.3,134.0
Michigan St,114.3,135.0
Houston,141.0,135.2
UConn,140.7,136.4
Miami OH,137.0,137.4
BYU,107.0,137.9
Northwestern,195.3,138.2
Toledo,143.7,140.1
Missouri,134.7,140.6
USC,162.7,140.8
Fresno St,174.7,141.6
Stanford,97.3,142.7
Maryland,206.3,143.2
Sam Houston,212.7,144.5
Louisville,104.3,144.6
Virginia,182.3,145.1
Virginia Tech,109.0,145.4
Vanderbilt,211.3,145.5
NC State,114.3,145.9
LSU,134.0,146.5
Bowling Green,85.7,146.8
Alabama,153.0,146.8
Rutgers,135.7,147.6
Colorado,144.0,148.3
Tulane,265.0,149.2
North Carolina,187.3,150.5
Clemson,237.7,150.8
Texas Tech,127.7,151.6
West Virginia,188.7,151.8
Liberty,166.7,151.9
S Alabama,190.7,152.0
Troy,67.0,153.5
Wake Forest,185.3,154.7
Buffalo,123.0,155.0
Florida,103.0,157.0
Air Force,94.3,157.0
Texas St,163.3,157.1
San Jose St,184.7,158.0
Washington,180.0,158.4
Cincinnati,185.7,159.2
Colorado St,186.0,159.4
Illinois,138.3,160.0
Navy,155.0,160.2
Duke,128.3,160.4
Baylor,188.3,160.5
Kansas,165.7,160.6
Louisiana,173.0,164.5
Syracuse,148.0,166.2
S Florida,144.7,167.5
C Michigan,124.0,168.1
Kentucky,264.3,168.4
Wisconsin,166.3,168.8
Washington St,221.3,169.9
Rice,169.3,171.9
UTEP,187.0,172.0
Old Dominion,213.7,172.6
TCU,128.7,173.9
Georgia So,130.7,174.8
E Michigan,174.0,175.9
Jacksonville St,151.3,176.7
Kennesaw St,203.0,178.2
E Carolina,193.3,179.2
Iowa St,161.3,179.6
Hawai'i,305.3,181.2
Arizona,187.7,183.3
Coastal Car,109.3,183.7
Marshall,195.3,186.2
Ball St,193.0,187.1
Tulsa,300.3,187.6
Akron,174.3,191.1
Florida Intl,175.7,192.5
Nevada,314.3,194.7
Oregon St,224.7,195.3
Florida St,241.7,196.3
W Michigan,212.0,196.9
Wyoming,178.7,197.8
Florida Atlantic,80.0,198.4
New Mexico,140.0,199.4
App State,187.3,199.4
N Texas,211.3,207.2
New Mexico St,166.7,207.8
Middle Tenn,209.3,208.8
Purdue,201.3,209.0
UMass,256.7,212.3
UL Monroe,204.3,212.9
San Diego St,283.7,220.4
Utah St,106.3,222.1
UAB,160.7,222.2
Georgia St,231.0,222.5
Oklahoma St,115.7,223.3
W Kentucky,275.7,223.6
Charlotte,277.3,224.9
Mississippi St,232.7,225.2
Arkansas St,242.3,225.5
Temple,228.3,226.6
Southern Miss,239.7,244.5
Kent St,268.3,269.3
