team,L3,Year
Baylor,48.3,47.8
Marshall,43.3,46.5
TCU,41.0,45.9
Oregon,47.3,44.5
Ohio St,38.3,44.1
W Kentucky,54.7,44.0
Michigan St,38.7,42.9
Boise St,50.3,40.8
Georgia,40.3,40.5
Louisiana Tech,47.7,39.8
Oklahoma,33.3,39.3
Nebraska,28.3,38.0
Wisconsin,39.7,37.5
Georgia Tech,38.0,37.1
California,27.3,36.7
Arizona,37.0,36.7
Mississippi St,29.3,36.5
E Carolina,43.0,36.4
Auburn,29.7,36.3
Arizona St,38.0,36.3
Arkansas St,42.3,36.0
Alabama,33.3,35.6
Cincinnati,36.3,35.2
Georgia So,23.0,35.1
USC,35.7,35.1
Kansas St,32.3,34.8
Colorado St,43.7,34.7
Florida St,24.7,34.4
BYU,37.0,33.6
W Michigan,34.7,33.6
Notre Dame,27.3,33.0
UCLA,30.7,32.9
Navy,44.3,32.9
Toledo,34.3,32.6
South Carolina,25.7,32.6
UAB,29.0,32.5
North Carolina,30.7,32.3
Memphis,36.7,32.1
Old Dominion,33.0,31.9
Nevada,35.7,31.6
App State,39.0,31.4
West Virginia,24.3,31.3
Buffalo,36.7,31.2
Texas St,39.7,31.0
Texas A&M,28.3,30.9
Duke,25.7,30.7
Air Force,28.7,29.7
Louisville,37.7,29.5
Texas Tech,36.7,29.5
Washington St,27.7,29.4
Louisiana,30.7,29.3
Bowling Green,24.7,29.3
Miami,20.7,28.9
Middle Tenn,28.0,28.9
Pittsburgh,33.3,28.9
Mississippi,20.7,28.8
NC State,33.3,28.7
Rice,25.3,28.7
Washington,31.3,28.5
Colorado,21.3,28.5
N Illinois,26.3,28.4
UTEP,24.0,28.3
Florida,24.3,28.3
Arkansas,20.3,28.3
Ball St,32.0,28.2
Minnesota,25.3,28.2
Iowa,29.3,28.0
Utah,22.7,27.8
Missouri,28.0,27.7
New Mexico,25.7,27.7
Houston,32.3,27.4
UMass,17.0,27.3
Maryland,25.3,27.0
Fresno St,35.3,26.8
UCF,33.3,26.5
Kentucky,29.0,26.5
Illinois,25.7,26.5
Utah St,29.3,26.3
Clemson,23.0,26.2
Iowa St,23.0,26.1
Tennessee,31.7,26.0
C Michigan,30.7,25.6
Oregon St,22.3,25.4
Oklahoma St,16.3,25.1
Idaho,22.0,25.0
LSU,12.0,25.0
Indiana,24.3,24.8
Tulsa,22.3,24.7
San Diego St,32.3,24.6
Boston College,21.3,24.6
Rutgers,29.7,24.5
New Mexico St,22.7,24.2
Virginia,23.3,24.1
Florida Atlantic,24.0,24.0
Stanford,28.7,23.9
Miami OH,19.3,23.5
Florida Intl,29.0,23.0
Northwestern,38.0,22.9
Purdue,15.3,22.8
Army,21.7,22.7
UNLV,28.3,22.7
N Texas,20.3,22.6
Texas,23.7,22.6
Virginia Tech,14.7,22.4
S Alabama,25.3,22.1
Wyoming,15.7,21.5
Georgia St,17.3,21.3
Michigan,18.0,20.9
Akron,26.0,20.9
Temple,10.7,20.8
Troy,34.0,20.6
Hawai'i,23.7,20.4
UL Monroe,24.3,20.1
Penn St,18.0,19.8
Ohio,25.0,19.3
Southern Miss,17.0,18.4
San Jose St,4.7,17.3
UTSA,17.7,17.1
Vanderbilt,9.0,16.8
Kent St,22.3,16.4
Kansas,16.7,16.4
Syracuse,8.0,16.2
S Florida,11.3,15.5
Tulane,14.7,15.4
UConn,10.3,14.7
Wake Forest,13.3,14.1
E Michigan,17.7,13.7
SMU,9.7,9.6
