team,L3,Year
Miami,40.3,42.9
Notre Dame,41.7,38.8
Indiana,32.7,38.3
Boise St,24.0,37.7
Texas St,49.0,37.4
Oregon,36.7,36.9
Texas Tech,44.7,36.4
Jacksonville St,32.0,36.0
Ohio St,30.0,36.0
Memphis,43.0,35.3
J Madison,26.7,35.0
SMU,26.3,34.8
Louisville,37.7,34.3
Mississippi,23.7,34.0
Alabama,24.3,34.0
Texas,24.7,33.9
Penn St,39.7,33.9
N Texas,26.3,33.9
Washington St,29.0,33.8
Tulane,15.3,33.8
Baylor,38.0,33.7
New Mexico,29.7,33.7
Clemson,24.0,33.5
Syracuse,41.7,33.4
Colorado,29.0,33.1
Arizona St,40.7,33.1
Tennessee,36.3,32.9
UNLV,23.0,32.5
TCU,34.3,32.5
UTSA,39.7,32.2
Georgia,41.7,31.9
Iowa St,30.0,31.8
Utah St,44.3,31.5
E Carolina,28.7,31.2
S Florida,44.0,30.8
Marshall,36.0,30.8
BYU,29.7,30.3
Army,25.0,30.2
Louisiana,14.3,30.2
USC,29.7,30.2
Kansas St,35.3,30.0
S Alabama,34.3,30.0
Ohio,36.7,29.9
Navy,28.7,29.8
North Carolina,21.7,29.8
Liberty,30.3,29.7
Virginia Tech,26.3,29.7
Pittsburgh,26.0,29.6
South Carolina,26.3,29.4
UConn,32.7,29.3
Buffalo,43.7,29.0
Texas A&M,26.3,28.6
Old Dominion,35.7,28.0
LSU,25.7,28.0
Kansas,23.7,28.0
UCF,22.0,28.0
NC State,28.3,27.8
Coastal Car,23.0,27.8
Arkansas,31.7,27.7
Rutgers,37.7,27.7
West Virginia,27.7,27.5
Illinois,38.0,27.5
San Jose St,29.7,27.3
Missouri,32.3,27.1
Florida,29.3,26.9
Duke,27.7,26.9
Iowa,19.7,26.9
Georgia So,27.0,26.8
Toledo,23.0,26.6
W Michigan,21.0,26.4
Georgia Tech,33.0,26.4
Bowling Green,27.0,25.9
Boston College,30.0,25.8
Oklahoma St,20.3,25.6
App State,26.0,25.5
Troy,36.7,25.3
Arkansas St,32.7,25.2
E Michigan,16.0,25.0
Vanderbilt,25.0,25.0
Florida Intl,30.7,24.9
UAB,28.3,24.8
California,14.3,24.6
Florida Atlantic,35.0,24.5
W Kentucky,16.0,24.5
Fresno St,20.3,24.4
Minnesota,22.7,24.4
Miami OH,24.7,24.1
Cincinnati,15.0,24.0
Wake Forest,18.3,23.9
Ball St,27.3,23.8
Georgia St,33.0,23.8
Sam Houston,20.7,23.8
Auburn,35.0,23.6
Charlotte,30.7,23.4
Colorado St,27.0,23.3
Mississippi St,16.0,23.1
Oregon St,19.7,23.0
Nebraska,24.7,22.7
Maryland,12.3,22.4
Michigan,26.0,22.3
Wisconsin,15.0,22.2
N Illinois,20.3,22.1
Arizona,20.7,21.7
Virginia,12.7,21.6
Tulsa,25.7,21.6
New Mexico St,24.7,21.5
Washington,19.3,21.4
Utah,26.7,21.3
Stanford,30.0,21.2
Oklahoma,20.3,21.1
Nevada,18.0,20.9
Louisiana Tech,17.7,20.6
UL Monroe,19.3,20.2
UMass,32.3,20.0
Wyoming,12.7,19.9
Hawai'i,25.0,19.7
Temple,20.7,19.6
Akron,25.0,19.5
San Diego St,20.0,19.2
UTEP,28.3,19.1
Air Force,27.0,18.7
C Michigan,14.0,18.6
UCLA,17.3,18.4
Kentucky,15.3,18.1
Rice,23.0,17.9
Michigan St,18.0,17.5
Kennesaw St,14.7,16.8
Middle Tenn,20.7,16.8
Northwestern,13.7,16.6
Houston,10.3,14.0
Kent St,10.3,13.6
Southern Miss,12.3,13.5
Florida St,8.3,13.1
Purdue,9.0,12.7
