team,L3,Year
Louisville,4.0,4.0
UCF,4.0,4.0
Memphis,4.0,4.0
Wisconsin,4.0,4.0
Wyoming,4.0,4.0
Colorado St,3.5,3.5
Boise St,3.0,3.0
Bowling Green,3.0,3.0
Georgia So,3.0,3.0
Michigan,3.0,3.0
Ohio St,3.0,3.0
E Michigan,3.0,3.0
Texas A&M,3.0,3.0
S Florida,3.0,3.0
Alabama,3.0,3.0
California,3.0,3.0
Purdue,3.0,3.0
Kentucky,3.0,3.0
Colorado,3.0,3.0
Illinois,2.0,2.0
Utah St,2.0,2.0
North Carolina,2.0,2.0
W Michigan,2.0,2.0
Oregon St,2.0,2.0
Arizona St,2.0,2.0
App State,2.0,2.0
Hawai'i,2.0,2.0
Tulsa,2.0,2.0
Troy,2.0,2.0
Miami OH,2.0,2.0
Florida,2.0,2.0
Navy,2.0,2.0
Washington,2.0,2.0
Nebraska,2.0,2.0
Iowa,2.0,2.0
Marshall,2.0,2.0
Maryland,2.0,2.0
Charlotte,2.0,2.0
Coastal Car,2.0,2.0
South Carolina,2.0,2.0
Oklahoma St,2.0,2.0
Florida Intl,2.0,2.0
UL Monroe,2.0,2.0
Florida Atlantic,2.0,2.0
Stanford,2.0,2.0
Buffalo,1.0,1.0
Michigan St,1.0,1.0
LSU,1.0,1.0
Virginia Tech,1.0,1.0
Auburn,1.0,1.0
Temple,1.0,1.0
Nevada,1.0,1.0
Penn St,1.0,1.0
Akron,1.0,1.0
Northwestern,1.0,1.0
NC State,1.0,1.0
USC,1.0,1.0
Vanderbilt,1.0,1.0
Oklahoma,1.0,1.0
Boston College,1.0,1.0
Minnesota,1.0,1.0
Southern Miss,1.0,1.0
N Illinois,1.0,1.0
Texas,1.0,1.0
Kent St,1.0,1.0
Ball St,1.0,1.0
S Alabama,1.0,1.0
Notre Dame,1.0,1.0
UMass,0.5,0.5
New Mexico St,0.0,0.0
Florida St,0.0,0.0
Georgia,0.0,0.0
Rutgers,0.0,0.0
UCLA,0.0,0.0
BYU,0.0,0.0
San Jose St,0.0,0.0
Arkansas St,0.0,0.0
West Virginia,0.0,0.0
Rice,0.0,0.0
Middle Tenn,0.0,0.0
Indiana,0.0,0.0
Mississippi,0.0,0.0
Clemson,0.0,0.0
UTEP,0.0,0.0
