team,L3,Year
Clemson,47.0,43.9
Texas,42.7,40.5
Louisville,30.3,40.5
Hawai'i,47.7,40.4
West Virginia,36.7,39.4
Boise St,43.7,38.5
California,35.7,36.0
Oregon,34.0,35.8
LSU,35.7,35.6
Oklahoma St,31.3,35.4
Pittsburgh,39.3,35.3
Tennessee,41.7,35.2
Nebraska,29.3,33.8
Wisconsin,47.0,33.8
Ohio St,37.0,33.6
BYU,38.7,33.5
Oklahoma,34.3,32.8
Texas A&M,24.3,32.8
Michigan,25.3,31.1
UTEP,34.0,30.7
Florida St,42.0,30.5
Notre Dame,35.3,30.3
USC,27.3,30.0
Ball St,30.0,29.8
Houston,22.7,29.7
Missouri,28.3,29.5
San Jose St,29.0,29.0
Purdue,23.0,28.7
New Mexico St,28.7,28.5
Minnesota,17.7,28.1
Michigan St,13.3,27.7
Nevada,32.0,27.3
Florida,22.7,27.3
Iowa,30.7,27.2
Georgia Tech,29.7,26.8
Rutgers,26.7,26.8
C Michigan,32.0,26.4
Boston College,22.3,26.4
Virginia Tech,19.7,26.0
Auburn,20.3,25.7
UCLA,26.0,25.7
Arizona St,18.3,25.6
Navy,21.7,25.5
Tulsa,25.0,25.4
Indiana,27.3,25.3
Air Force,21.7,25.2
SMU,28.3,24.8
Kent St,35.0,24.7
N Illinois,27.3,24.7
Kansas,27.3,24.5
S Florida,31.7,24.5
Alabama,23.0,24.4
W Michigan,25.7,24.2
Fresno St,24.0,24.0
Rice,35.3,23.7
Washington,19.3,23.3
Wyoming,26.3,23.3
Washington St,12.7,23.0
Maryland,21.7,22.6
Georgia,23.0,22.5
Texas Tech,19.3,22.3
Utah,12.7,22.3
Syracuse,22.7,22.3
New Mexico,18.7,22.2
Tulane,28.7,22.0
Colorado St,28.0,21.6
Bowling Green,17.3,21.4
Kentucky,20.7,21.3
Penn St,23.7,21.3
Arkansas,24.0,21.2
Wake Forest,23.0,21.2
Toledo,12.3,21.2
Buffalo,21.0,20.8
Memphis,19.7,20.8
Baylor,27.3,20.7
South Carolina,28.7,20.2
E Carolina,17.0,20.2
Idaho,31.0,20.0
Southern Miss,18.7,20.0
Akron,20.7,19.8
Oregon St,15.3,19.6
NC State,21.3,19.6
Miami OH,24.3,19.3
Iowa St,12.3,19.2
UAB,29.7,19.0
Vanderbilt,25.7,18.8
Miami,25.3,18.6
Kansas St,12.3,18.5
Louisiana,23.7,18.5
Virginia,28.0,18.1
Ohio,18.7,17.3
Colorado,24.7,16.7
Illinois,24.0,16.7
E Michigan,17.3,16.3
UConn,18.0,16.2
Arkansas St,22.3,16.2
Cincinnati,20.3,16.0
Army,16.0,15.8
Mississippi,16.3,14.4
UL Monroe,14.7,14.0
Middle Tenn,17.3,13.8
UNLV,15.3,13.8
Northwestern,8.7,13.7
Marshall,16.7,13.4
TCU,12.0,13.3
Florida Intl,9.3,13.1
Troy,9.0,12.8
Mississippi St,15.7,12.7
UCF,14.7,12.2
San Diego St,11.3,12.2
North Carolina,11.3,12.0
N Texas,12.7,12.0
Stanford,5.7,11.4
Louisiana Tech,9.3,10.4
Duke,12.7,10.2
Arizona,12.3,9.8
Florida Atlantic,11.7,8.2
Utah St,16.0,7.9
Temple,13.3,7.1
