team,L3,Year
Boston College,46.0,59.0
Boise St,75.7,65.6
Michigan,39.0,66.2
Pittsburgh,84.3,75.0
Alabama,82.0,77.3
Iowa,105.0,86.6
Toledo,45.0,89.0
Georgia So,61.0,92.0
Nebraska,96.3,95.3
Temple,92.0,96.6
LSU,98.3,99.6
Florida,143.0,100.5
Clemson,68.7,102.3
Missouri,120.3,106.2
Arkansas,110.7,107.0
San Diego St,45.7,108.4
Akron,107.0,109.6
Arizona St,62.3,109.8
Wisconsin,118.3,111.8
Houston,126.7,112.5
NC State,149.3,113.2
App State,106.3,114.8
Utah St,88.3,115.0
Louisiana Tech,89.0,115.2
Kansas St,142.7,116.3
Florida St,100.3,116.4
Penn St,147.0,117.0
Baylor,89.7,118.0
Vanderbilt,155.7,126.0
Ohio,126.3,127.2
Stanford,128.0,127.8
Michigan St,120.3,130.2
Utah,157.7,133.2
Duke,150.0,135.2
Mississippi,103.3,137.6
Navy,162.7,142.0
Minnesota,134.3,142.8
Northwestern,152.0,143.6
Georgia,190.0,144.0
S Florida,102.3,146.3
UTSA,107.7,146.3
Indiana,175.0,146.4
Kent St,168.3,148.6
Washington,137.3,149.3
Rutgers,175.3,151.8
West Virginia,138.0,152.3
N Illinois,145.7,152.6
Ohio St,199.3,152.7
Air Force,154.0,153.0
BYU,149.7,155.8
Florida Intl,177.7,156.8
USC,170.7,158.2
Virginia,161.0,158.8
Oregon,162.0,159.2
Memphis,148.7,160.0
UConn,179.0,160.4
Bowling Green,86.3,161.5
Illinois,167.7,163.2
UCF,185.3,163.4
Charlotte,187.3,163.8
Oklahoma St,190.0,164.8
California,128.7,164.8
Louisville,157.7,165.8
Arkansas St,160.3,166.5
Army,174.0,167.6
Kentucky,142.0,168.3
W Kentucky,110.3,169.0
Tennessee,187.3,169.4
Syracuse,213.7,171.8
Wake Forest,178.0,173.8
Mississippi St,169.0,175.0
Middle Tenn,180.7,175.8
Georgia Tech,199.0,176.6
Louisiana,177.0,177.3
Notre Dame,221.7,178.0
Iowa St,156.7,182.5
Texas A&M,193.7,182.6
Tulane,175.3,183.0
Troy,161.3,183.8
Cincinnati,174.7,184.8
C Michigan,202.3,185.0
Florida Atlantic,168.3,185.0
Texas,132.7,186.7
Miami OH,156.3,187.8
E Carolina,121.7,189.6
Oklahoma,228.3,190.4
TCU,211.3,191.2
Georgia St,200.7,191.5
UTEP,184.3,192.8
UNLV,170.0,193.6
Marshall,185.3,193.8
Rice,216.3,194.6
UCLA,235.3,197.0
Nevada,150.3,197.0
Miami,189.3,197.8
Washington St,200.7,200.0
Buffalo,202.0,201.5
Virginia Tech,168.3,201.8
Southern Miss,180.3,205.4
South Carolina,195.0,207.7
Arizona,226.0,207.8
Colorado,270.0,211.4
S Alabama,196.3,211.8
Colorado St,259.3,216.6
Wyoming,283.3,220.2
Auburn,216.3,221.8
New Mexico,233.7,222.4
Maryland,228.0,225.0
Purdue,243.3,226.2
N Texas,215.7,230.0
Old Dominion,223.7,230.8
UMass,245.3,238.6
SMU,262.0,239.6
Hawai'i,274.3,244.0
North Carolina,245.3,245.3
Fresno St,265.7,246.6
Ball St,281.0,247.2
San Jose St,169.3,247.8
W Michigan,265.7,248.3
Oregon St,265.7,255.5
UL Monroe,271.3,264.3
Tulsa,274.7,269.6
New Mexico St,311.7,273.8
Texas Tech,310.0,277.0
Kansas,278.7,279.3
Texas St,311.3,300.0
Idaho,352.7,315.8
E Michigan,408.3,360.3
