team,L3,Year
Utah,42.7,57.8
San Diego St,73.3,69.3
Georgia,51.7,81.7
Buffalo,72.3,82.1
Penn St,99.7,84.3
Ohio St,85.0,90.8
Air Force,60.7,92.9
UAB,124.0,95.4
Pittsburgh,92.0,96.2
Wyoming,101.0,101.8
Wisconsin,209.3,105.4
Michigan St,80.0,106.7
Clemson,95.0,106.8
Iowa,142.3,107.5
Michigan,77.0,108.1
Southern Miss,58.3,109.3
Miami,125.0,109.9
Oregon,79.7,113.3
Navy,132.7,114.6
Auburn,165.0,115.5
Arizona St,131.3,117.0
Minnesota,124.7,117.8
Boise St,99.7,118.8
Florida,74.0,122.6
TCU,156.3,123.6
SMU,137.7,124.3
C Michigan,150.0,131.3
Virginia Tech,74.0,131.6
Virginia,185.3,131.8
Iowa St,144.3,132.7
Texas A&M,125.7,133.9
Marshall,109.7,135.2
Louisiana Tech,131.3,137.6
Alabama,153.3,137.6
Baylor,136.7,139.2
Mississippi,153.3,139.3
Cincinnati,140.7,139.3
NC State,148.7,140.8
LSU,218.3,141.2
California,101.0,141.6
Missouri,173.0,141.9
Northwestern,100.3,142.3
UCLA,135.0,143.6
Washington,111.3,144.2
Texas,108.3,144.4
Old Dominion,159.3,147.1
Stanford,166.0,148.0
Rice,133.0,149.0
Oklahoma St,96.0,149.1
Oklahoma,173.7,149.4
Indiana,166.3,149.8
Nevada,160.0,150.8
W Kentucky,204.3,152.1
UCF,141.3,153.3
Tennessee,147.7,154.4
App State,180.7,154.7
Georgia So,170.0,154.9
Troy,165.3,155.1
Florida Atlantic,82.0,156.1
North Carolina,124.3,159.2
New Mexico,178.0,160.9
Colorado,146.3,160.9
South Carolina,176.3,161.4
Kentucky,112.0,161.9
Mississippi St,183.7,161.9
Army,147.7,164.3
Kansas St,120.7,165.0
Florida St,171.0,167.3
West Virginia,141.7,167.4
USC,107.0,167.5
Notre Dame,159.0,169.7
Washington St,169.3,170.3
Memphis,157.0,170.9
Fresno St,149.3,172.1
Wake Forest,170.7,172.1
Purdue,207.0,172.2
Texas Tech,129.7,173.4
Tulane,207.7,173.7
Temple,216.3,176.1
Arizona,181.3,176.8
Duke,259.7,177.4
Louisiana,170.7,177.7
Oregon St,155.7,178.3
Louisville,136.3,180.4
Coastal Car,137.0,181.1
Boston College,213.0,181.2
Houston,170.0,181.4
Utah St,180.3,188.7
Nebraska,191.0,189.0
Ball St,281.0,190.1
Maryland,286.3,194.1
N Illinois,209.7,194.4
W Michigan,202.3,195.3
N Texas,224.3,196.2
BYU,143.0,197.3
Illinois,198.3,198.1
UTEP,208.7,200.1
Rutgers,185.3,200.4
Tulsa,216.3,201.5
Georgia Tech,183.7,202.0
E Michigan,224.0,202.6
Hawai'i,177.0,202.6
Miami OH,184.3,202.9
Charlotte,178.0,203.1
Middle Tenn,164.3,204.4
Ohio,176.0,204.7
S Florida,151.7,205.8
Toledo,187.0,206.7
Akron,227.3,207.3
Syracuse,286.3,208.9
S Alabama,203.3,210.6
Liberty,180.7,212.8
Georgia St,225.0,215.2
Arkansas St,182.3,216.8
Florida Intl,269.3,216.8
Vanderbilt,252.3,217.5
UNLV,169.7,220.1
Colorado St,174.0,222.8
UTSA,188.7,223.0
Texas St,194.3,224.8
Bowling Green,205.0,230.1
E Carolina,290.0,237.5
Kansas,254.3,242.3
Arkansas,301.3,242.8
UConn,305.0,243.1
San Jose St,259.7,249.4
Kent St,277.3,255.3
UL Monroe,288.7,255.3
New Mexico St,400.7,285.3
UMass,358.0,301.5
