team,L3,Year
Oregon St,8.8,8.8
Stanford,7.9,7.9
Alabama,7.8,7.8
Oregon,7.8,7.8
Arkansas,7.6,7.6
South Carolina,7.6,7.6
Auburn,7.5,7.5
Oklahoma,6.9,6.9
Arizona St,6.2,6.2
LSU,6.1,6.1
USC,5.9,5.9
Florida St,5.4,5.4
Washington,5.4,5.4
Florida,5.3,5.3
Georgia,5.1,5.1
California,5.1,5.1
Texas A&M,4.9,4.9
Mississippi St,4.8,4.8
UCLA,4.7,4.7
Miami,4.6,4.6
Arizona,4.5,4.5
Virginia Tech,4.5,4.5
Nebraska,4.1,4.1
Boise St,4.0,4.0
Ohio St,3.6,3.6
Missouri,3.4,3.4
Clemson,3.3,3.3
Tennessee,2.8,2.8
NC State,2.7,2.7
Oklahoma St,2.7,2.7
Notre Dame,2.4,2.4
Wisconsin,2.1,2.1
Pittsburgh,2.0,2.0
North Carolina,1.9,1.9
Iowa,1.6,1.6
Washington St,1.3,1.3
Kentucky,1.2,1.2
TCU,1.2,1.2
Colorado,1.0,1.0
Iowa St,0.9,0.9
Maryland,0.9,0.9
Utah,0.8,0.8
Texas,0.8,0.8
Texas Tech,0.7,0.7
Michigan,0.5,0.5
Illinois,0.3,0.3
West Virginia,0.2,0.2
Baylor,0.2,0.2
Cincinnati,0.0,0.0
Air Force,-0.4,-0.4
Kansas St,-0.5,-0.5
Georgia Tech,-0.6,-0.6
Michigan St,-0.6,-0.6
Nevada,-0.6,-0.6
Penn St,-0.8,-0.8
Minnesota,-0.8,-0.8
BYU,-0.8,-0.8
Boston College,-1.0,-1.0
S Florida,-1.0,-1.0
Louisville,-1.4,-1.4
Vanderbilt,-1.5,-1.5
Wake Forest,-1.5,-1.5
Mississippi,-1.6,-1.6
UConn,-1.9,-1.9
Duke,-2.3,-2.3
Hawai'i,-2.6,-2.6
Virginia,-3.1,-3.1
Syracuse,-3.5,-3.5
San Diego St,-3.7,-3.7
Rutgers,-3.8,-3.8
E Carolina,-4.2,-4.2
Fresno St,-4.4,-4.4
Northwestern,-4.5,-4.5
Navy,-4.5,-4.5
UNLV,-4.6,-4.6
Kansas,-5.0,-5.0
SMU,-5.1,-5.1
Purdue,-5.3,-5.3
Houston,-5.8,-5.8
Louisiana Tech,-6.0,-6.0
Wyoming,-6.3,-6.3
Memphis,-6.4,-6.4
Tulsa,-6.6,-6.6
Indiana,-6.6,-6.6
Idaho,-7.1,-7.1
Utah St,-7.2,-7.2
Southern Miss,-7.4,-7.4
Colorado St,-7.6,-7.6
UCF,-7.7,-7.7
N Illinois,-7.8,-7.8
Rice,-7.8,-7.8
C Michigan,-8.3,-8.3
Toledo,-8.4,-8.4
Army,-8.5,-8.5
Florida Intl,-8.8,-8.8
Marshall,-8.9,-8.9
UAB,-9.0,-9.0
Arkansas St,-9.0,-9.0
Temple,-9.2,-9.2
Bowling Green,-9.4,-9.4
W Michigan,-9.5,-9.5
Troy,-9.8,-9.8
Tulane,-10.0,-10.0
Louisiana,-10.1,-10.1
Florida Atlantic,-10.2,-10.2
Miami OH,-10.2,-10.2
E Michigan,-10.2,-10.2
New Mexico,-10.4,-10.4
San Jose St,-10.6,-10.6
W Kentucky,-10.9,-10.9
N Texas,-11.4,-11.4
Kent St,-11.5,-11.5
UL Monroe,-11.7,-11.7
New Mexico St,-12.0,-12.0
UTEP,-13.2,-13.2
Ohio,-13.4,-13.4
Akron,-13.4,-13.4
Middle Tenn,-14.3,-14.3
Ball St,-15.4,-15.4
Buffalo,-15.4,-15.4
