team,L3,Year
Ohio St,3.3,7.3
LSU,9.7,8.3
Rutgers,7.7,9.4
Michigan,6.3,11.6
Florida,17.0,12.3
Louisville,15.7,12.6
Auburn,15.7,12.8
Wisconsin,13.0,13.3
TCU,13.3,13.5
Virginia Tech,11.7,13.7
Clemson,13.3,13.8
West Virginia,14.0,14.3
Oklahoma,7.3,15.1
Wake Forest,22.3,15.1
Pittsburgh,12.7,15.3
South Carolina,20.3,15.6
Miami,15.0,15.6
BYU,12.7,15.6
Alabama,14.0,15.8
Arkansas,7.7,16.4
Boston College,7.3,17.0
Missouri,24.0,17.0
Virginia,11.7,17.4
USC,24.7,17.6
Kent St,16.0,17.6
Wyoming,13.7,17.7
Georgia,23.0,17.8
Tulsa,14.7,17.9
Texas,27.3,18.0
Kansas St,24.0,18.4
Boise St,22.7,18.4
Penn St,9.7,18.5
W Michigan,18.7,18.6
UCLA,29.0,18.6
Washington St,19.7,18.7
S Florida,19.7,18.7
Nebraska,22.0,18.8
Ohio,10.3,18.8
Tennessee,23.3,19.1
Cincinnati,10.7,19.4
Colorado St,22.7,19.4
California,17.0,19.6
Iowa,21.7,19.6
Florida St,25.0,20.0
Colorado,16.7,20.1
Georgia Tech,25.7,20.7
Texas A&M,24.3,20.9
San Jose St,15.7,21.0
Utah,29.3,21.1
Arkansas St,20.7,21.3
Arizona,17.0,21.4
Vanderbilt,27.0,21.6
Notre Dame,13.7,21.6
Oregon St,19.3,22.0
NC State,21.7,22.4
Air Force,24.3,22.7
E Carolina,23.0,22.8
UAB,31.3,22.9
Nevada,23.0,22.9
Maryland,23.3,23.1
Navy,29.7,23.1
Houston,26.3,23.3
Southern Miss,27.7,24.0
New Mexico,28.7,24.0
Syracuse,28.7,24.0
Akron,22.7,24.1
C Michigan,13.7,24.5
N Illinois,20.3,24.6
Middle Tenn,28.3,24.9
Washington,28.0,25.0
Oklahoma St,31.7,25.0
Arizona St,18.0,25.0
Mississippi,29.0,25.3
Northwestern,29.7,25.4
UConn,22.7,25.4
Florida Intl,32.7,25.5
SMU,27.7,25.6
Oregon,33.0,25.6
Texas Tech,30.3,25.8
Purdue,15.3,26.0
Miami OH,25.0,26.2
Troy,15.3,26.8
Kansas,31.0,27.0
E Michigan,18.3,27.0
Minnesota,40.0,27.1
Hawai'i,25.7,27.1
Illinois,25.3,27.3
Army,31.3,27.3
Ball St,25.3,27.9
N Texas,21.7,27.9
UL Monroe,34.3,28.0
Baylor,43.0,28.0
Louisiana,20.7,28.7
Marshall,27.3,29.0
Indiana,31.0,29.3
UTEP,28.0,29.3
San Diego St,30.0,29.3
Bowling Green,26.7,29.4
Mississippi St,34.3,30.3
Michigan St,40.7,30.7
Florida Atlantic,8.3,31.0
North Carolina,28.0,31.3
Iowa St,35.7,31.5
Fresno St,39.7,32.1
Utah St,27.0,33.3
Duke,38.7,33.3
Toledo,25.7,33.9
Kentucky,34.7,34.1
Memphis,34.0,34.4
Stanford,29.7,34.5
Rice,33.3,34.8
Tulane,33.3,35.0
UCF,47.7,35.7
Idaho,41.3,35.8
UNLV,45.3,36.1
Buffalo,40.3,37.0
New Mexico St,45.7,40.5
Temple,40.0,40.6
Louisiana Tech,34.3,43.3
