team,L3,Year
Notre Dame,11.6,11.6
Auburn,11.0,11.0
Stanford,8.7,8.7
Oregon,8.5,8.5
North Carolina,8.2,8.2
Texas A&M,8.2,8.2
UCLA,8.1,8.1
South Carolina,7.8,7.8
Georgia,7.5,7.5
LSU,7.2,7.2
Northwestern,6.6,6.6
Ohio St,6.6,6.6
Michigan,6.5,6.5
Texas,6.2,6.2
BYU,6.1,6.1
USC,6.0,6.0
Alabama,5.9,5.9
Houston,5.4,5.4
Clemson,5.3,5.3
Cincinnati,5.2,5.2
Mississippi St,5.2,5.2
Kentucky,4.4,4.4
Wisconsin,4.1,4.1
Vanderbilt,3.1,3.1
Oklahoma St,2.8,2.8
Miami,2.6,2.6
Utah,2.4,2.4
Maryland,2.2,2.2
Indiana,2.2,2.2
Penn St,1.8,1.8
Pittsburgh,1.5,1.5
Duke,1.2,1.2
Iowa St,1.1,1.1
Kansas St,1.1,1.1
Nebraska,1.0,1.0
Florida,0.9,0.9
Michigan St,0.8,0.8
Virginia,0.8,0.8
Tulane,0.8,0.8
Washington St,0.7,0.7
Oklahoma,0.6,0.6
Tulsa,0.1,0.1
Washington,-0.1,-0.1
Arizona St,-0.4,-0.4
Syracuse,-0.5,-0.5
Colorado,-0.6,-0.6
Mississippi,-0.7,-0.7
California,-0.8,-0.8
UCF,-0.8,-0.8
Florida Atlantic,-1.0,-1.0
SMU,-1.1,-1.1
Iowa,-1.2,-1.2
Florida St,-1.3,-1.3
Rice,-1.4,-1.4
Missouri,-1.8,-1.8
Air Force,-2.5,-2.5
Louisville,-2.7,-2.7
Boise St,-3.0,-3.0
Oregon St,-3.1,-3.1
TCU,-3.1,-3.1
Arkansas St,-3.3,-3.3
Miami OH,-3.4,-3.4
N Illinois,-3.9,-3.9
Georgia So,-3.9,-3.9
Texas Tech,-4.2,-4.2
Middle Tenn,-4.6,-4.6
Utah St,-4.6,-4.6
Arizona,-4.8,-4.8
Purdue,-4.8,-4.8
Louisiana,-4.8,-4.8
Wake Forest,-5.0,-5.0
Marshall,-5.1,-5.1
Hawai'i,-5.1,-5.1
Southern Miss,-5.2,-5.2
Ohio,-5.3,-5.3
N Texas,-5.4,-5.4
West Virginia,-5.5,-5.5
New Mexico St,-5.9,-5.9
S Florida,-6.0,-6.0
W Michigan,-6.1,-6.1
Fresno St,-6.2,-6.2
Minnesota,-6.3,-6.3
Tennessee,-6.5,-6.5
Toledo,-6.6,-6.6
Ball St,-6.7,-6.7
App State,-6.9,-6.9
Buffalo,-7.0,-7.0
E Michigan,-7.2,-7.2
San Diego St,-7.3,-7.3
Navy,-7.3,-7.3
Colorado St,-7.7,-7.7
Georgia Tech,-7.8,-7.8
Wyoming,-7.9,-7.9
NC State,-8.1,-8.1
Baylor,-8.2,-8.2
Army,-8.4,-8.4
Temple,-8.6,-8.6
Arkansas,-8.8,-8.8
Memphis,-9.2,-9.2
Kansas,-9.2,-9.2
San Jose St,-9.9,-9.9
Rutgers,-9.9,-9.9
Virginia Tech,-10.0,-10.0
Georgia St,-10.4,-10.4
Texas St,-10.6,-10.6
UL Monroe,-11.0,-11.0
UNLV,-11.1,-11.1
Charlotte,-11.9,-11.9
Boston College,-12.0,-12.0
Liberty,-12.1,-12.1
C Michigan,-12.1,-12.1
Florida Intl,-12.2,-12.2
S Alabama,-12.2,-12.2
UConn,-12.6,-12.6
Illinois,-12.7,-12.7
Kent St,-12.7,-12.7
W Kentucky,-12.8,-12.8
Louisiana Tech,-13.5,-13.5
Coastal Car,-13.7,-13.7
Nevada,-13.9,-13.9
Old Dominion,-14.9,-14.9
Troy,-15.3,-15.3
E Carolina,-15.6,-15.6
UTSA,-16.2,-16.2
New Mexico,-16.8,-16.8
Akron,-17.7,-17.7
UTEP,-19.8,-19.8
Bowling Green,-19.9,-19.9
UAB,-21.2,-21.2
UMass,-22.3,-22.3
