,precision,recall,f1-score,support
0,0.5,0.5163120567375886,0.5080251221214236,705.0
1,0.5135520684736091,0.4972375690607735,0.5052631578947369,724.0
accuracy,0.5066480055983205,0.5066480055983205,0.5066480055983205,0.5066480055983205
macro avg,0.5067760342368046,0.506774812899181,0.5066441400080802,1429.0
weighted avg,0.506866128463886,0.5066480055983205,0.5066257784544389,1429.0
