team,L3,Year
Baylor,71.0,71.0
Oregon,57.0,57.5
Florida St,57.7,53.5
Fresno St,48.0,49.0
UCLA,44.7,48.0
LSU,45.0,45.5
Texas A&M,43.0,45.3
Louisville,43.0,44.5
Missouri,45.7,43.8
Clemson,43.7,42.3
N Illinois,46.0,42.0
Ohio St,41.0,41.0
Oregon St,43.0,40.5
Rutgers,37.0,40.5
Northwestern,38.7,40.0
Georgia,41.0,39.8
Ball St,43.3,39.4
Stanford,42.7,39.2
Arizona St,41.3,39.0
Michigan,31.3,38.8
Nebraska,38.7,38.3
Wyoming,39.7,38.3
New Mexico,45.0,38.0
Houston,37.3,37.3
Indiana,38.0,37.3
Miami,38.3,37.3
Alabama,33.7,37.0
Texas Tech,35.7,37.0
Boise St,47.3,37.0
Arizona,36.3,36.3
Wisconsin,31.7,35.0
Marshall,28.7,34.5
Illinois,31.0,34.5
Kansas St,29.0,33.8
Duke,35.7,33.8
Pittsburgh,40.3,33.5
UTEP,30.0,33.4
Vanderbilt,34.7,32.8
Washington,31.0,32.8
Oklahoma St,36.7,32.8
Texas,28.3,32.4
S Alabama,29.3,32.3
UCF,27.7,31.8
Minnesota,21.0,31.6
Penn St,29.7,31.4
Utah,31.7,31.3
Oklahoma,35.3,31.2
South Carolina,32.7,31.0
Louisiana,36.7,31.0
UNLV,33.3,30.8
Iowa,32.0,30.0
E Carolina,29.7,30.0
Colorado St,30.7,29.8
Iowa St,29.7,29.7
Nevada,40.0,29.4
Utah St,22.7,29.2
Tennessee,26.3,29.0
Buffalo,32.0,29.0
Bowling Green,23.0,28.8
Auburn,25.0,28.8
NC State,25.0,28.8
San Diego St,35.7,28.5
Boston College,29.7,28.3
Maryland,23.0,28.0
Troy,24.0,28.0
Ohio,34.7,27.8
Mississippi St,36.0,27.8
Toledo,36.3,27.6
Syracuse,31.0,27.5
BYU,27.0,27.4
Washington St,34.3,27.4
N Texas,25.3,27.4
Notre Dame,25.0,27.3
Tulane,24.0,27.0
Georgia Tech,22.7,26.5
SMU,27.3,26.3
Mississippi,22.0,26.3
USC,31.0,26.0
W Kentucky,24.7,25.8
Rice,24.7,25.6
California,24.0,25.5
TCU,25.0,25.5
Navy,25.3,25.3
Florida,28.3,25.0
Arkansas,22.3,25.0
Colorado,24.7,24.7
West Virginia,24.0,24.0
Texas St,24.3,23.8
UAB,21.3,23.8
North Carolina,22.7,23.6
Cincinnati,17.0,23.3
UTSA,23.3,23.2
Kentucky,16.0,23.0
Air Force,25.0,23.0
Florida Atlantic,28.7,22.2
San Jose St,24.3,21.5
Michigan St,20.0,21.5
Army,24.3,21.4
Middle Tenn,23.0,21.2
Tulsa,22.7,21.0
Hawai'i,24.3,20.0
Virginia Tech,24.3,19.6
Memphis,21.0,19.3
Arkansas St,22.3,19.0
Louisiana Tech,21.3,18.6
Kent St,18.7,18.2
UConn,18.0,18.0
Wake Forest,20.0,17.8
C Michigan,17.3,16.4
Purdue,19.3,16.3
New Mexico St,15.3,15.8
S Florida,19.0,15.8
Akron,15.7,15.6
Idaho,13.3,15.2
Virginia,13.3,14.8
Kansas,14.3,14.3
W Michigan,12.3,13.4
E Michigan,14.7,12.8
Temple,14.7,12.5
Southern Miss,11.0,12.2
UL Monroe,10.3,10.4
Miami OH,7.7,8.8
Florida Intl,8.0,8.5
UMass,7.0,5.3
Georgia St,5.0,5.0
