team,L3,Year
Army,65.0,59.3
Tennessee,75.7,66.5
Mississippi,94.0,71.2
Nebraska,98.0,73.2
Ohio St,97.7,73.6
Michigan,82.7,76.3
Penn St,58.7,76.4
Kentucky,102.3,78.2
Toledo,63.7,79.0
N Illinois,84.7,94.3
Arizona St,138.7,96.0
UCF,105.3,96.0
Miami,113.7,97.2
Indiana,114.0,98.2
Iowa,102.0,98.8
UNLV,122.0,101.0
Texas A&M,85.7,101.4
UCLA,113.3,102.8
Stanford,104.0,104.0
Virginia,91.7,104.0
Georgia Tech,92.0,104.8
Oklahoma,133.7,105.6
Kansas St,91.3,105.8
Ohio,99.0,105.8
Northwestern,128.7,106.5
Texas,111.7,106.6
SMU,86.7,108.4
LSU,123.0,109.5
South Carolina,103.0,111.2
Liberty,111.7,111.7
Boston College,123.7,113.6
Utah,116.3,114.3
Oregon,79.0,114.5
J Madison,109.7,115.0
Louisiana Tech,115.3,115.3
Boise St,111.3,118.3
California,118.3,119.0
BYU,122.7,121.3
UTSA,145.3,121.8
Notre Dame,93.0,123.0
Maryland,134.7,123.0
Washington,139.0,125.6
Arkansas,152.0,126.8
Nevada,117.0,128.2
Alabama,131.7,128.6
Iowa St,104.0,129.0
Sam Houston,96.0,129.2
Pittsburgh,162.0,129.3
Georgia,160.0,131.5
Memphis,142.3,132.0
Vanderbilt,152.3,133.0
Houston,151.7,133.3
Louisville,135.0,133.8
Tulane,92.0,134.6
North Carolina,182.3,134.8
E Michigan,130.0,135.5
Texas St,154.0,136.0
Missouri,143.7,136.3
Wisconsin,147.3,140.5
Auburn,151.3,142.0
Hawai'i,142.3,142.3
West Virginia,120.3,145.8
C Michigan,133.7,146.5
S Alabama,140.7,147.0
Cincinnati,132.0,148.0
Colorado St,136.0,149.5
UConn,124.7,152.8
Michigan St,183.3,153.6
Illinois,143.0,153.8
Clemson,151.3,154.4
Colorado,158.0,155.8
Fresno St,158.7,156.0
Texas Tech,114.7,156.0
W Kentucky,98.0,157.0
San Jose St,163.7,158.5
USC,196.3,158.6
Louisiana,175.7,159.5
Rutgers,162.3,160.8
Minnesota,200.0,161.0
Arizona,145.3,161.8
Wake Forest,195.7,165.0
Washington St,172.7,166.5
Navy,208.3,166.8
Syracuse,137.3,166.8
UL Monroe,192.0,167.0
S Florida,158.7,167.5
NC State,184.3,169.0
E Carolina,224.0,169.6
N Texas,176.7,170.0
Virginia Tech,151.3,170.8
Tulsa,195.7,173.2
Baylor,169.0,174.0
Kansas,203.3,174.0
Duke,189.7,176.0
UMass,221.3,176.2
Miami OH,173.0,176.8
Old Dominion,177.7,178.0
Middle Tenn,153.3,179.5
Florida St,192.0,182.3
Buffalo,164.7,187.3
San Diego St,171.0,187.5
Oregon St,226.3,187.8
Florida Intl,172.3,187.8
Rice,197.3,192.5
Bowling Green,179.7,193.3
Kennesaw St,234.7,195.0
W Michigan,194.7,195.0
Air Force,244.0,195.5
Jacksonville St,151.7,196.4
Georgia St,198.7,198.7
Florida,219.3,200.5
Wyoming,187.0,200.5
TCU,205.3,205.2
Troy,203.7,207.2
Charlotte,193.0,208.4
Coastal Car,237.7,209.0
Georgia So,158.3,211.5
New Mexico,215.3,212.8
Marshall,217.7,215.3
Arkansas St,233.0,215.5
Akron,209.0,216.4
App State,219.7,227.8
UTEP,234.7,231.8
Temple,234.0,233.5
Mississippi St,197.7,234.8
Utah St,233.0,238.0
Southern Miss,277.3,245.0
Ball St,256.0,252.8
UAB,270.0,254.8
Oklahoma St,312.7,257.2
Purdue,243.3,273.0
Florida Atlantic,304.3,273.0
New Mexico St,297.3,277.3
Kent St,346.0,307.3
